"";"Site";"Site_short";"Altitude";"Horizon";"Zone_echantillonage";"rep_pcr";"EXTRACTION.CODE";"Milieu";"Code_plot";"X";"Gradient";"Carbon";"Nitrogen";"pH";"Organic_matter_2mm";"EEA_AG";"EEA_BG";"EEA_CB";"EEA_LAP";"EEA_XYL";"EEA_PHOS";"EEA_NAG";"Environment";"Alt_groups";"sample";"category";"site";"chlorophyceae_part";"dist_barycenter"
"RIS33";"RISTOLAS";"RIS";2890;"LIT";"C";33;"RIS33";"Milieu ouvert";"RIS_2890_LIT";47;"RIS";2,632905245;0,219804133;5,88666666666667;3,50456598733333;10,36;1152,54666666667;220,856666666667;92,0166666666667;251,276666666667;1333,5;193,073333333333;"Milieu ouvert";3000;"RIS33";"sample";"sample";0,416471277842907;0,347467561952368
"RIS33_a";"RISTOLAS";"RIS";2890;"LIT";"C";33;"RIS33";"Milieu ouvert";"RIS_2890_LIT";47;"RIS";2,632905245;0,219804133;5,88666666666667;3,50456598733333;10,36;1152,54666666667;220,856666666667;92,0166666666667;251,276666666667;1333,5;193,073333333333;"Milieu ouvert";3000;"RIS33_a";"sample";"RIS";0,131406044678055;0,481999870325257
"RIS33_b";"RISTOLAS";"RIS";2890;"LIT";"C";33;"RIS33";"Milieu ouvert";"RIS_2890_LIT";47;"RIS";2,632905245;0,219804133;5,88666666666667;3,50456598733333;10,36;1152,54666666667;220,856666666667;92,0166666666667;251,276666666667;1333,5;193,073333333333;"Milieu ouvert";3000;"RIS33_b";"sample";"RIS";0,299494949494949;0,406583755377042
"RIS35_a";"RISTOLAS";"RIS";2890;"SOL";"B";35;"RIS35";"Milieu ouvert";"RIS_2890_SOL";48;"RIS";1,73925224933333;0,150626150333333;5,79333333333333;3,109668802;6,44666666666667;782,783333333333;118,126666666667;65,9466666666667;208,753333333333;1197,07666666667;216,246666666667;"Milieu ouvert";3000;"RIS35_a";"sample";"RIS";0,431372549019608;0,637846412000327
"RIS35_b";"RISTOLAS";"RIS";2890;"SOL";"B";35;"RIS35";"Milieu ouvert";"RIS_2890_SOL";48;"RIS";1,73925224933333;0,150626150333333;5,79333333333333;3,109668802;6,44666666666667;782,783333333333;118,126666666667;65,9466666666667;208,753333333333;1197,07666666667;216,246666666667;"Milieu ouvert";3000;"RIS35_b";"sample";"RIS";0,517716535433071;0,637846412000327
"VCH01";"VIEUXCHAILLOL";"VCH";2150;"LIT";"A";1;"VCH01";"Milieu ouvert";"VCH_2150_LIT";49;"VCH";11,761353495;0,938913961;5,00333333333333;21,2496635233333;3,35191608;1053,814997;236,902716066667;261,6532091;391,289720333333;2996,80989866667;139,488227836667;"Milieu ouvert";2500;"VCH01";"sample";"sample";0,0241371531694112;0,366656129249671
"VCH01_a";"VIEUXCHAILLOL";"VCH";2150;"LIT";"A";1;"VCH01";"Milieu ouvert";"VCH_2150_LIT";49;"VCH";11,761353495;0,938913961;5,00333333333333;21,2496635233333;3,35191608;1053,814997;236,902716066667;261,6532091;391,289720333333;2996,80989866667;139,488227836667;"Milieu ouvert";2500;"VCH01_a";"sample";"VCH";0,0415492094619439;0,312227551956068
"VCH01_b";"VIEUXCHAILLOL";"VCH";2150;"LIT";"A";1;"VCH01";"Milieu ouvert";"VCH_2150_LIT";49;"VCH";11,761353495;0,938913961;5,00333333333333;21,2496635233333;3,35191608;1053,814997;236,902716066667;261,6532091;391,289720333333;2996,80989866667;139,488227836667;"Milieu ouvert";2500;"VCH01_b";"sample";"VCH";0,03870814533365;0,327178497370152
"VCH02";"VIEUXCHAILLOL";"VCH";2150;"LIT";"B";2;"VCH02";"Milieu ouvert";"VCH_2150_LIT";49;"VCH";11,761353495;0,938913961;5,00333333333333;21,2496635233333;3,35191608;1053,814997;236,902716066667;261,6532091;391,289720333333;2996,80989866667;139,488227836667;"Milieu ouvert";2500;"VCH02";"sample";"sample";0,117617237008872;0,43923024588845
"VCH02_a";"VIEUXCHAILLOL";"VCH";2150;"LIT";"B";2;"VCH02";"Milieu ouvert";"VCH_2150_LIT";49;"VCH";11,761353495;0,938913961;5,00333333333333;21,2496635233333;3,35191608;1053,814997;236,902716066667;261,6532091;391,289720333333;2996,80989866667;139,488227836667;"Milieu ouvert";2500;"VCH02_a";"sample";"VCH";0,015819839940443;0,43923024588845
"VCH03";"VIEUXCHAILLOL";"VCH";2150;"LIT";"C";3;"VCH03";"Milieu ouvert";"VCH_2150_LIT";49;"VCH";11,761353495;0,938913961;5,00333333333333;21,2496635233333;3,35191608;1053,814997;236,902716066667;261,6532091;391,289720333333;2996,80989866667;139,488227836667;"Milieu ouvert";2500;"VCH03";"sample";"sample";0,0792291220556745;0,412999406801656
"VCH03_a";"VIEUXCHAILLOL";"VCH";2150;"LIT";"C";3;"VCH03";"Milieu ouvert";"VCH_2150_LIT";49;"VCH";11,761353495;0,938913961;5,00333333333333;21,2496635233333;3,35191608;1053,814997;236,902716066667;261,6532091;391,289720333333;2996,80989866667;139,488227836667;"Milieu ouvert";2500;"VCH03_a";"sample";"VCH";0,0512048192771084;0,412999406801656
"VCH04_a";"VIEUXCHAILLOL";"VCH";2150;"SOL";"A";4;"VCH04";"Milieu ouvert";"VCH_2150_SOL";50;"VCH";9,50140126533333;0,792491794;5,3225;15,44477738;0;775,725488333333;161,014778933333;232,343134433333;318,0852161;2190,81548866667;165,46849919;"Milieu ouvert";2500;"VCH04_a";"sample";"VCH";0,0308080808080808;0,474957961393241
"VCH04_b";"VIEUXCHAILLOL";"VCH";2150;"SOL";"A";4;"VCH04";"Milieu ouvert";"VCH_2150_SOL";50;"VCH";9,50140126533333;0,792491794;5,3225;15,44477738;0;775,725488333333;161,014778933333;232,343134433333;318,0852161;2190,81548866667;165,46849919;"Milieu ouvert";2500;"VCH04_b";"sample";"VCH";0,0638297872340425;0,688057395898195
"VCH05";"VIEUXCHAILLOL";"VCH";2150;"SOL";"B";5;"VCH05";"Milieu ouvert";"VCH_2150_SOL";50;"VCH";9,50140126533333;0,792491794;5,3225;15,44477738;0;775,725488333333;161,014778933333;232,343134433333;318,0852161;2190,81548866667;165,46849919;"Milieu ouvert";2500;"VCH05";"sample";"sample";0,0789473684210526;0,457098000919212
"VCH05_a";"VIEUXCHAILLOL";"VCH";2150;"SOL";"B";5;"VCH05";"Milieu ouvert";"VCH_2150_SOL";50;"VCH";9,50140126533333;0,792491794;5,3225;15,44477738;0;775,725488333333;161,014778933333;232,343134433333;318,0852161;2190,81548866667;165,46849919;"Milieu ouvert";2500;"VCH05_a";"sample";"VCH";0,19259463940315;0,457098000919212
"VCH06";"VIEUXCHAILLOL";"VCH";2150;"SOL";"C";6;"VCH06";"Milieu ouvert";"VCH_2150_SOL";50;"VCH";9,50140126533333;0,792491794;5,3225;15,44477738;0;775,725488333333;161,014778933333;232,343134433333;318,0852161;2190,81548866667;165,46849919;"Milieu ouvert";2500;"VCH06";"sample";"sample";0,149924471299094;0,501715679032302
"VCH06_a";"VIEUXCHAILLOL";"VCH";2150;"SOL";"C";6;"VCH06";"Milieu ouvert";"VCH_2150_SOL";50;"VCH";9,50140126533333;0,792491794;5,3225;15,44477738;0;775,725488333333;161,014778933333;232,343134433333;318,0852161;2190,81548866667;165,46849919;"Milieu ouvert";2500;"VCH06_a";"sample";"VCH";0,0415368639667705;0,544202317300624
"VCH06_b";"VIEUXCHAILLOL";"VCH";2150;"SOL";"C";6;"VCH06";"Milieu ouvert";"VCH_2150_SOL";50;"VCH";9,50140126533333;0,792491794;5,3225;15,44477738;0;775,725488333333;161,014778933333;232,343134433333;318,0852161;2190,81548866667;165,46849919;"Milieu ouvert";2500;"VCH06_b";"sample";"VCH";0,0459851936218679;0,518058494542246
"VCH07";"VIEUXCHAILLOL";"VCH";2330;"LIT";"A";7;"VCH07";"Milieu ouvert";"VCH_2330_LIT";51;"VCH";9,027255376;0,650544484333333;5,25333333333333;13,58242931;0,481352853666667;934,2720335;228,700280433333;127,6077844;306,645614466667;2100,63300466667;14,3926405466667;"Milieu ouvert";2500;"VCH07";"sample";"sample";0,10625;0,479529318272673
"VCH07_a";"VIEUXCHAILLOL";"VCH";2330;"LIT";"A";7;"VCH07";"Milieu ouvert";"VCH_2330_LIT";51;"VCH";9,027255376;0,650544484333333;5,25333333333333;13,58242931;0,481352853666667;934,2720335;228,700280433333;127,6077844;306,645614466667;2100,63300466667;14,3926405466667;"Milieu ouvert";2500;"VCH07_a";"sample";"VCH";0,0642256902761104;0,451344750227578
"VCH07_b";"VIEUXCHAILLOL";"VCH";2330;"LIT";"A";7;"VCH07";"Milieu ouvert";"VCH_2330_LIT";51;"VCH";9,027255376;0,650544484333333;5,25333333333333;13,58242931;0,481352853666667;934,2720335;228,700280433333;127,6077844;306,645614466667;2100,63300466667;14,3926405466667;"Milieu ouvert";2500;"VCH07_b";"sample";"VCH";0,0282861896838602;0,492113084976115
"VCH08_a";"VIEUXCHAILLOL";"VCH";2330;"LIT";"B";8;"VCH08";"Milieu ouvert";"VCH_2330_LIT";51;"VCH";9,027255376;0,650544484333333;5,25333333333333;13,58242931;0,481352853666667;934,2720335;228,700280433333;127,6077844;306,645614466667;2100,63300466667;14,3926405466667;"Milieu ouvert";2500;"VCH08_a";"sample";"VCH";0,00100963744837081;0
"VCH09";"VIEUXCHAILLOL";"VCH";2330;"LIT";"C";9;"VCH09";"Milieu ouvert";"VCH_2330_LIT";51;"VCH";9,027255376;0,650544484333333;5,25333333333333;13,58242931;0,481352853666667;934,2720335;228,700280433333;127,6077844;306,645614466667;2100,63300466667;14,3926405466667;"Milieu ouvert";2500;"VCH09";"sample";"sample";0,0312581742087366;0,255330218758214
"VCH11_a";"VIEUXCHAILLOL";"VCH";2330;"SOL";"B";11;"VCH11";"Milieu ouvert";"VCH_2330_SOL";52;"VCH";7,89399528533333;0,579185406;4,91333333333333;12,6331294166667;0;643,9477422;151,766869156667;122,000932776667;297,194449466667;2281,666713;73,47923542;"Milieu ouvert";2500;"VCH11_a";"sample";"VCH";0,0414089130160333;0,447435347261971
"VCH14";"VIEUXCHAILLOL";"VCH";2510;"LIT";"B";14;"VCH14";"Milieu ouvert";"VCH_2510_LIT";53;"VCH";3,09190638833333;0,252228334666667;5,36333333333333;25,96532343;0,804544176666667;616,0874556;113,801894066667;110,02484775;109,563842463333;1000,35337483333;65,6130942133333;"Milieu ouvert";3000;"VCH14";"sample";"sample";0,0236486486486486;0,366808930739614
"VCH14_b";"VIEUXCHAILLOL";"VCH";2510;"LIT";"B";14;"VCH14";"Milieu ouvert";"VCH_2510_LIT";53;"VCH";3,09190638833333;0,252228334666667;5,36333333333333;25,96532343;0,804544176666667;616,0874556;113,801894066667;110,02484775;109,563842463333;1000,35337483333;65,6130942133333;"Milieu ouvert";3000;"VCH14_b";"sample";"VCH";0,0175563802455039;0,366808930739614
"VCH15";"VIEUXCHAILLOL";"VCH";2510;"LIT";"C";15;"VCH15";"Milieu ouvert";"VCH_2510_LIT";53;"VCH";3,09190638833333;0,252228334666667;5,36333333333333;25,96532343;0,804544176666667;616,0874556;113,801894066667;110,02484775;109,563842463333;1000,35337483333;65,6130942133333;"Milieu ouvert";3000;"VCH15";"sample";"sample";0,112645348837209;0
"VCH16_b";"VIEUXCHAILLOL";"VCH";2510;"SOL";"A";16;"VCH16";"Milieu ouvert";"VCH_2510_SOL";54;"VCH";1,947614312;0,175670296;5,73666666666667;4,51753238033333;2,472923709;152,114193566667;10,3684201773333;41,3292349666667;25,8172308766667;236,5658297;30,66306097;"Milieu ouvert";3000;"VCH16_b";"sample";"VCH";0,321132751287217;0,705028315962008
"VCH19";"VIEUXCHAILLOL";"VCH";2760;"LIT";"A";19;"VCH19";"Milieu ouvert";"VCH_2760_LIT";55;"VCH";12,5291296646667;0,883876959666667;4,74333333333333;23,0150772966667;15,857083265;2556,56756033333;546,9335312;355,774910366667;945,088946466667;6308,10534033333;315,236217666667;"Milieu ouvert";3000;"VCH19";"sample";"sample";0,0814365947383979;0,359596878331638
"VCH20";"VIEUXCHAILLOL";"VCH";2760;"LIT";"B";20;"VCH20";"Milieu ouvert";"VCH_2760_LIT";55;"VCH";12,5291296646667;0,883876959666667;4,74333333333333;23,0150772966667;15,857083265;2556,56756033333;546,9335312;355,774910366667;945,088946466667;6308,10534033333;315,236217666667;"Milieu ouvert";3000;"VCH20";"sample";"sample";0,0383055430374042;0,465550622890241
"VCH20_a";"VIEUXCHAILLOL";"VCH";2760;"LIT";"B";20;"VCH20";"Milieu ouvert";"VCH_2760_LIT";55;"VCH";12,5291296646667;0,883876959666667;4,74333333333333;23,0150772966667;15,857083265;2556,56756033333;546,9335312;355,774910366667;945,088946466667;6308,10534033333;315,236217666667;"Milieu ouvert";3000;"VCH20_a";"sample";"VCH";0,022056269538034;0,471265942771879
"VCH20_b";"VIEUXCHAILLOL";"VCH";2760;"LIT";"B";20;"VCH20";"Milieu ouvert";"VCH_2760_LIT";55;"VCH";12,5291296646667;0,883876959666667;4,74333333333333;23,0150772966667;15,857083265;2556,56756033333;546,9335312;355,774910366667;945,088946466667;6308,10534033333;315,236217666667;"Milieu ouvert";3000;"VCH20_b";"sample";"VCH";0,0186346532879412;0,647577379147155
"VCH21";"VIEUXCHAILLOL";"VCH";2760;"LIT";"C";21;"VCH21";"Milieu ouvert";"VCH_2760_LIT";55;"VCH";12,5291296646667;0,883876959666667;4,74333333333333;23,0150772966667;15,857083265;2556,56756033333;546,9335312;355,774910366667;945,088946466667;6308,10534033333;315,236217666667;"Milieu ouvert";3000;"VCH21";"sample";"sample";0,0435339308578745;0,56645006969952
"VCH21_a";"VIEUXCHAILLOL";"VCH";2760;"LIT";"C";21;"VCH21";"Milieu ouvert";"VCH_2760_LIT";55;"VCH";12,5291296646667;0,883876959666667;4,74333333333333;23,0150772966667;15,857083265;2556,56756033333;546,9335312;355,774910366667;945,088946466667;6308,10534033333;315,236217666667;"Milieu ouvert";3000;"VCH21_a";"sample";"VCH";0,029720727645401;0,458857991051598
"VCH21_b";"VIEUXCHAILLOL";"VCH";2760;"LIT";"C";21;"VCH21";"Milieu ouvert";"VCH_2760_LIT";55;"VCH";12,5291296646667;0,883876959666667;4,74333333333333;23,0150772966667;15,857083265;2556,56756033333;546,9335312;355,774910366667;945,088946466667;6308,10534033333;315,236217666667;"Milieu ouvert";3000;"VCH21_b";"sample";"VCH";0,0289707187222715;0,714448781870628
"VCH23_a";"VIEUXCHAILLOL";"VCH";2760;"SOL";"B";23;"VCH23";"Milieu ouvert";"VCH_2760_SOL";56;"VCH";11,60345904;0,835430463;4,29666666666667;19,5464869466667;10,80830056;1683,06866566667;386,509222033333;256,5591633;691,423607033333;4641,31391633333;282,151654166667;"Milieu ouvert";3000;"VCH23_a";"sample";"VCH";0,100537634408602;0,570647312824188
"VCH25";"VIEUXCHAILLOL";"VCH";2940;"LIT";"A";25;"VCH25";"Milieu ouvert";"VCH_2940_LIT";57;"VCH";9,50319528566667;0,666022519333333;4,77666666666667;15,1810029753333;17,4635885843333;1899,67026873333;366,0615929;200,4837937;598,316259733333;4333,96329866667;351,83;"Milieu ouvert";3000;"VCH25";"sample";"sample";0,196500312472101;0,365859891561458
"VCH25_a";"VIEUXCHAILLOL";"VCH";2940;"LIT";"A";25;"VCH25";"Milieu ouvert";"VCH_2940_LIT";57;"VCH";9,50319528566667;0,666022519333333;4,77666666666667;15,1810029753333;17,4635885843333;1899,67026873333;366,0615929;200,4837937;598,316259733333;4333,96329866667;351,83;"Milieu ouvert";3000;"VCH25_a";"sample";"VCH";0,187618846397634;0,291828008327434
"VCH25_b";"VIEUXCHAILLOL";"VCH";2940;"LIT";"A";25;"VCH25";"Milieu ouvert";"VCH_2940_LIT";57;"VCH";9,50319528566667;0,666022519333333;4,77666666666667;15,1810029753333;17,4635885843333;1899,67026873333;366,0615929;200,4837937;598,316259733333;4333,96329866667;351,83;"Milieu ouvert";3000;"VCH25_b";"sample";"VCH";0,196685637763642;0,320738342447187
"VCH26_a";"VIEUXCHAILLOL";"VCH";2940;"LIT";"B";26;"VCH26";"Milieu ouvert";"VCH_2940_LIT";57;"VCH";9,50319528566667;0,666022519333333;4,77666666666667;15,1810029753333;17,4635885843333;1899,67026873333;366,0615929;200,4837937;598,316259733333;4333,96329866667;351,83;"Milieu ouvert";3000;"VCH26_a";"sample";"VCH";0,0214236351071182;0,507026930209359
"VCH28";"VIEUXCHAILLOL";"VCH";2940;"SOL";"A";28;"VCH28";"Milieu ouvert";"VCH_2940_SOL";58;"VCH";7,74279292433333;0,530231893333333;4,8;12,6087090683333;0;906,992278633333;153,02225231;163,99441146;293,3081029;2678,54181333333;204,843333333333;"Milieu ouvert";3000;"VCH28";"sample";"sample";0,0731707317073171;0,651187815786796
"VCH30";"VIEUXCHAILLOL";"VCH";2940;"SOL";"C";30;"VCH30";"Milieu ouvert";"VCH_2940_SOL";58;"VCH";7,74279292433333;0,530231893333333;4,8;12,6087090683333;0;906,992278633333;153,02225231;163,99441146;293,3081029;2678,54181333333;204,843333333333;"Milieu ouvert";3000;"VCH30";"sample";"sample";0,154471544715447;0
"CP17";NA;NA;NA;NA;NA;NA;"CP17";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CP17";"sample";"sample";0,999331408600517;0,0289870863981339
"CP18";NA;NA;NA;NA;NA;NA;"CP18";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CP18";"sample";"sample";0,998924391015501;0,0263366819749933
"CP19";NA;NA;NA;NA;NA;NA;"CP19";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CP19";"sample";"sample";1;0,0318567573041161
"CP20";NA;NA;NA;NA;NA;NA;"CP20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CP20";"sample";"sample";0,998872889543175;0,0166916344511781
"CP21";NA;NA;NA;NA;NA;NA;"CP21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CP21";"sample";"sample";1;0,0370581843310251
"CP22";NA;NA;NA;NA;NA;NA;"CP22";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CP22";"sample";"sample";1;0,029098818462048
"CP23";NA;NA;NA;NA;NA;NA;"CP23";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CP23";"sample";"sample";0,999059876162998;0,0331280040083621
"CP24";NA;NA;NA;NA;NA;NA;"CP24";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CP24";"sample";"sample";0,998898981557941;0,0419127938438871
