"";"Site";"Site_short";"Altitude";"Horizon";"Zone_echantillonage";"rep_pcr";"EXTRACTION.CODE";"Milieu";"Code_plot";"X";"Gradient";"Carbon";"Nitrogen";"pH";"Organic_matter_2mm";"EEA_AG";"EEA_BG";"EEA_CB";"EEA_LAP";"EEA_XYL";"EEA_PHOS";"EEA_NAG";"Environment";"Alt_groups";"sample";"category";"site";"chlorophyta_part";"dist_barycenter"
"CHA17_a";"CHAMROUSSE";"CHA";1710;"SOL";"B";17;"CHA17";"Milieu forestier";"CHA_1710_SOL";18;"CHA";18,8421786633333;0,887111683666667;4,48333333333333;36,6092340566667;0;1042,28333333333;107,656666666667;196,286666666667;274,816666666667;16021,88;618,97;"Milieu forestier";2000;"CHA17_a";"sample";"CHA";0,772300469483568;0,479852724255213
"CHA17_b";"CHAMROUSSE";"CHA";1710;"SOL";"B";17;"CHA17";"Milieu forestier";"CHA_1710_SOL";18;"CHA";18,8421786633333;0,887111683666667;4,48333333333333;36,6092340566667;0;1042,28333333333;107,656666666667;196,286666666667;274,816666666667;16021,88;618,97;"Milieu forestier";2000;"CHA17_b";"sample";"CHA";0,650329380764163;0,484050688378235
"CHA17_c";"CHAMROUSSE";"CHA";1710;"SOL";"B";17;"CHA17";"Milieu forestier";"CHA_1710_SOL";18;"CHA";18,8421786633333;0,887111683666667;4,48333333333333;36,6092340566667;0;1042,28333333333;107,656666666667;196,286666666667;274,816666666667;16021,88;618,97;"Milieu forestier";2000;"CHA17_c";"sample";"CHA";0,806818783418921;0,524074057323737
"CHA18_a";"CHAMROUSSE";"CHA";1710;"SOL";"C";18;"CHA18";"Milieu forestier";"CHA_1710_SOL";18;"CHA";18,8421786633333;0,887111683666667;4,48333333333333;36,6092340566667;0;1042,28333333333;107,656666666667;196,286666666667;274,816666666667;16021,88;618,97;"Milieu forestier";2000;"CHA18_a";"sample";"CHA";0,709933075026418;0,345466671036911
"CHA18_b";"CHAMROUSSE";"CHA";1710;"SOL";"C";18;"CHA18";"Milieu forestier";"CHA_1710_SOL";18;"CHA";18,8421786633333;0,887111683666667;4,48333333333333;36,6092340566667;0;1042,28333333333;107,656666666667;196,286666666667;274,816666666667;16021,88;618,97;"Milieu forestier";2000;"CHA18_b";"sample";"CHA";0,758375634517766;0,3465249462164
"CHA18_c";"CHAMROUSSE";"CHA";1710;"SOL";"C";18;"CHA18";"Milieu forestier";"CHA_1710_SOL";18;"CHA";18,8421786633333;0,887111683666667;4,48333333333333;36,6092340566667;0;1042,28333333333;107,656666666667;196,286666666667;274,816666666667;16021,88;618,97;"Milieu forestier";2000;"CHA18_c";"sample";"CHA";0,788910297580818;0,36901198749355
"CHA19_a";"CHAMROUSSE";"CHA";1890;"LIT";"A";19;"CHA19";"Milieu forestier";"CHA_1890_LIT";19;"CHA";12,353866578;0,744997600666667;4,99333333333333;24,0010330366667;5,49;1323,10333333333;227,876666666667;312,22;314,383333333333;6553,82;639,31;"Milieu forestier";2000;"CHA19_a";"sample";"CHA";0,662040356447813;0,235411346158285
"CHA19_b";"CHAMROUSSE";"CHA";1890;"LIT";"A";19;"CHA19";"Milieu forestier";"CHA_1890_LIT";19;"CHA";12,353866578;0,744997600666667;4,99333333333333;24,0010330366667;5,49;1323,10333333333;227,876666666667;312,22;314,383333333333;6553,82;639,31;"Milieu forestier";2000;"CHA19_b";"sample";"CHA";0,691591046581972;0,21654897723782
"CHA19_c";"CHAMROUSSE";"CHA";1890;"LIT";"A";19;"CHA19";"Milieu forestier";"CHA_1890_LIT";19;"CHA";12,353866578;0,744997600666667;4,99333333333333;24,0010330366667;5,49;1323,10333333333;227,876666666667;312,22;314,383333333333;6553,82;639,31;"Milieu forestier";2000;"CHA19_c";"sample";"CHA";0,686676686411458;0,205398807085603
"CHA20_a";"CHAMROUSSE";"CHA";1890;"LIT";"B";20;"CHA20";"Milieu forestier";"CHA_1890_LIT";19;"CHA";12,353866578;0,744997600666667;4,99333333333333;24,0010330366667;5,49;1323,10333333333;227,876666666667;312,22;314,383333333333;6553,82;639,31;"Milieu forestier";2000;"CHA20_a";"sample";"CHA";0,746215009258251;0,239145273984553
"CHA20_b";"CHAMROUSSE";"CHA";1890;"LIT";"B";20;"CHA20";"Milieu forestier";"CHA_1890_LIT";19;"CHA";12,353866578;0,744997600666667;4,99333333333333;24,0010330366667;5,49;1323,10333333333;227,876666666667;312,22;314,383333333333;6553,82;639,31;"Milieu forestier";2000;"CHA20_b";"sample";"CHA";0,737257872524618;0,251680793489013
"CHA20_c";"CHAMROUSSE";"CHA";1890;"LIT";"B";20;"CHA20";"Milieu forestier";"CHA_1890_LIT";19;"CHA";12,353866578;0,744997600666667;4,99333333333333;24,0010330366667;5,49;1323,10333333333;227,876666666667;312,22;314,383333333333;6553,82;639,31;"Milieu forestier";2000;"CHA20_c";"sample";"CHA";0,687956698240866;0,246681035826124
"CHA21_a";"CHAMROUSSE";"CHA";1890;"LIT";"C";21;"CHA21";"Milieu forestier";"CHA_1890_LIT";19;"CHA";12,353866578;0,744997600666667;4,99333333333333;24,0010330366667;5,49;1323,10333333333;227,876666666667;312,22;314,383333333333;6553,82;639,31;"Milieu forestier";2000;"CHA21_a";"sample";"CHA";0,676164558988314;0,213519554696482
"CHA21_b";"CHAMROUSSE";"CHA";1890;"LIT";"C";21;"CHA21";"Milieu forestier";"CHA_1890_LIT";19;"CHA";12,353866578;0,744997600666667;4,99333333333333;24,0010330366667;5,49;1323,10333333333;227,876666666667;312,22;314,383333333333;6553,82;639,31;"Milieu forestier";2000;"CHA21_b";"sample";"CHA";0,675607104023197;0,207294920514245
"CHA21_c";"CHAMROUSSE";"CHA";1890;"LIT";"C";21;"CHA21";"Milieu forestier";"CHA_1890_LIT";19;"CHA";12,353866578;0,744997600666667;4,99333333333333;24,0010330366667;5,49;1323,10333333333;227,876666666667;312,22;314,383333333333;6553,82;639,31;"Milieu forestier";2000;"CHA21_c";"sample";"CHA";0,713684516035409;0,218124232947689
"CHA22_a";"CHAMROUSSE";"CHA";1890;"SOL";"A";22;"CHA22";"Milieu forestier";"CHA_1890_SOL";20;"CHA";9,913384119;0,644944449333333;5,13333333333333;17,71114423;67,6;1088,80333333333;165,22;205,43;258,946666666667;5542,40666666667;564,373333333333;"Milieu forestier";2000;"CHA22_a";"sample";"CHA";0,660489165165863;0,304451599912119
"CHA22_b";"CHAMROUSSE";"CHA";1890;"SOL";"A";22;"CHA22";"Milieu forestier";"CHA_1890_SOL";20;"CHA";9,913384119;0,644944449333333;5,13333333333333;17,71114423;67,6;1088,80333333333;165,22;205,43;258,946666666667;5542,40666666667;564,373333333333;"Milieu forestier";2000;"CHA22_b";"sample";"CHA";0,714876033057851;0,395107292617679
"CHA22_c";"CHAMROUSSE";"CHA";1890;"SOL";"A";22;"CHA22";"Milieu forestier";"CHA_1890_SOL";20;"CHA";9,913384119;0,644944449333333;5,13333333333333;17,71114423;67,6;1088,80333333333;165,22;205,43;258,946666666667;5542,40666666667;564,373333333333;"Milieu forestier";2000;"CHA22_c";"sample";"CHA";0,77416;0,410319026287482
"CHA23_a";"CHAMROUSSE";"CHA";1890;"SOL";"B";23;"CHA23";"Milieu forestier";"CHA_1890_SOL";20;"CHA";9,913384119;0,644944449333333;5,13333333333333;17,71114423;67,6;1088,80333333333;165,22;205,43;258,946666666667;5542,40666666667;564,373333333333;"Milieu forestier";2000;"CHA23_a";"sample";"CHA";0,792412846227316;0,336098911215602
"CHA23_b";"CHAMROUSSE";"CHA";1890;"SOL";"B";23;"CHA23";"Milieu forestier";"CHA_1890_SOL";20;"CHA";9,913384119;0,644944449333333;5,13333333333333;17,71114423;67,6;1088,80333333333;165,22;205,43;258,946666666667;5542,40666666667;564,373333333333;"Milieu forestier";2000;"CHA23_b";"sample";"CHA";0,806106264869151;0,336098911215602
"CHA24_a";"CHAMROUSSE";"CHA";1890;"SOL";"C";24;"CHA24";"Milieu forestier";"CHA_1890_SOL";20;"CHA";9,913384119;0,644944449333333;5,13333333333333;17,71114423;67,6;1088,80333333333;165,22;205,43;258,946666666667;5542,40666666667;564,373333333333;"Milieu forestier";2000;"CHA24_a";"sample";"CHA";0,766870367962554;0,281492061176218
"CHA24_c";"CHAMROUSSE";"CHA";1890;"SOL";"C";24;"CHA24";"Milieu forestier";"CHA_1890_SOL";20;"CHA";9,913384119;0,644944449333333;5,13333333333333;17,71114423;67,6;1088,80333333333;165,22;205,43;258,946666666667;5542,40666666667;564,373333333333;"Milieu forestier";2000;"CHA24_c";"sample";"CHA";0,723785375429413;0,281492061176218
"CHA25_a";"CHAMROUSSE";"CHA";2020;"LIT";"A";25;"CHA25";"Milieu ouvert";"CHA_2020_LIT";21;"CHA";13,132443746;0,798998753333333;5,68;25,48992815;24,0533333333333;1430,42666666667;261,403333333333;367,876666666667;352,206666666667;6937,95;701,346666666667;"Milieu ouvert";2500;"CHA25_a";"sample";"CHA";0,723076923076923;0,366464772435434
"CHA25_b";"CHAMROUSSE";"CHA";2020;"LIT";"A";25;"CHA25";"Milieu ouvert";"CHA_2020_LIT";21;"CHA";13,132443746;0,798998753333333;5,68;25,48992815;24,0533333333333;1430,42666666667;261,403333333333;367,876666666667;352,206666666667;6937,95;701,346666666667;"Milieu ouvert";2500;"CHA25_b";"sample";"CHA";0,689974201583489;0,223522323576375
"CHA25_c";"CHAMROUSSE";"CHA";2020;"LIT";"A";25;"CHA25";"Milieu ouvert";"CHA_2020_LIT";21;"CHA";13,132443746;0,798998753333333;5,68;25,48992815;24,0533333333333;1430,42666666667;261,403333333333;367,876666666667;352,206666666667;6937,95;701,346666666667;"Milieu ouvert";2500;"CHA25_c";"sample";"CHA";0,704092249002948;0,24770711832315
"CHA26_b";"CHAMROUSSE";"CHA";2020;"LIT";"B";26;"CHA26";"Milieu ouvert";"CHA_2020_LIT";21;"CHA";13,132443746;0,798998753333333;5,68;25,48992815;24,0533333333333;1430,42666666667;261,403333333333;367,876666666667;352,206666666667;6937,95;701,346666666667;"Milieu ouvert";2500;"CHA26_b";"sample";"CHA";0,678312816799421;0,169995607040305
"CHA26_c";"CHAMROUSSE";"CHA";2020;"LIT";"B";26;"CHA26";"Milieu ouvert";"CHA_2020_LIT";21;"CHA";13,132443746;0,798998753333333;5,68;25,48992815;24,0533333333333;1430,42666666667;261,403333333333;367,876666666667;352,206666666667;6937,95;701,346666666667;"Milieu ouvert";2500;"CHA26_c";"sample";"CHA";0,727113702623907;0,169995607040305
"CHA27_a";"CHAMROUSSE";"CHA";2020;"LIT";"C";27;"CHA27";"Milieu ouvert";"CHA_2020_LIT";21;"CHA";13,132443746;0,798998753333333;5,68;25,48992815;24,0533333333333;1430,42666666667;261,403333333333;367,876666666667;352,206666666667;6937,95;701,346666666667;"Milieu ouvert";2500;"CHA27_a";"sample";"CHA";0,710720723905129;0,249736954185382
"CHA27_c";"CHAMROUSSE";"CHA";2020;"LIT";"C";27;"CHA27";"Milieu ouvert";"CHA_2020_LIT";21;"CHA";13,132443746;0,798998753333333;5,68;25,48992815;24,0533333333333;1430,42666666667;261,403333333333;367,876666666667;352,206666666667;6937,95;701,346666666667;"Milieu ouvert";2500;"CHA27_c";"sample";"CHA";0,713504448009334;0,249736954185382
"CHA28_a";"CHAMROUSSE";"CHA";2020;"SOL";"A";28;"CHA28";"Milieu ouvert";"CHA_2020_SOL";22;"CHA";8,57298215266667;0,622007429333333;5,59;17,2047546;71,69;1108,90333333333;174,466666666667;225,296666666667;268,736666666667;5627,50666666667;577,5;"Milieu ouvert";2500;"CHA28_a";"sample";"CHA";0,71963260619977;0,279464639337251
"CHA28_b";"CHAMROUSSE";"CHA";2020;"SOL";"A";28;"CHA28";"Milieu ouvert";"CHA_2020_SOL";22;"CHA";8,57298215266667;0,622007429333333;5,59;17,2047546;71,69;1108,90333333333;174,466666666667;225,296666666667;268,736666666667;5627,50666666667;577,5;"Milieu ouvert";2500;"CHA28_b";"sample";"CHA";0,729950422863809;0,265535209246543
"CHA28_c";"CHAMROUSSE";"CHA";2020;"SOL";"A";28;"CHA28";"Milieu ouvert";"CHA_2020_SOL";22;"CHA";8,57298215266667;0,622007429333333;5,59;17,2047546;71,69;1108,90333333333;174,466666666667;225,296666666667;268,736666666667;5627,50666666667;577,5;"Milieu ouvert";2500;"CHA28_c";"sample";"CHA";0,62839248434238;0,361083263251629
"CHA29_a";"CHAMROUSSE";"CHA";2020;"SOL";"B";29;"CHA29";"Milieu ouvert";"CHA_2020_SOL";22;"CHA";8,57298215266667;0,622007429333333;5,59;17,2047546;71,69;1108,90333333333;174,466666666667;225,296666666667;268,736666666667;5627,50666666667;577,5;"Milieu ouvert";2500;"CHA29_a";"sample";"CHA";0,725332259363673;0,311475466072396
"CHA29_b";"CHAMROUSSE";"CHA";2020;"SOL";"B";29;"CHA29";"Milieu ouvert";"CHA_2020_SOL";22;"CHA";8,57298215266667;0,622007429333333;5,59;17,2047546;71,69;1108,90333333333;174,466666666667;225,296666666667;268,736666666667;5627,50666666667;577,5;"Milieu ouvert";2500;"CHA29_b";"sample";"CHA";0,722419928825623;0,284347455792501
"CHA29_c";"CHAMROUSSE";"CHA";2020;"SOL";"B";29;"CHA29";"Milieu ouvert";"CHA_2020_SOL";22;"CHA";8,57298215266667;0,622007429333333;5,59;17,2047546;71,69;1108,90333333333;174,466666666667;225,296666666667;268,736666666667;5627,50666666667;577,5;"Milieu ouvert";2500;"CHA29_c";"sample";"CHA";0,731707317073171;0,291749427234336
"CHA30_a";"CHAMROUSSE";"CHA";2020;"SOL";"C";30;"CHA30";"Milieu ouvert";"CHA_2020_SOL";22;"CHA";8,57298215266667;0,622007429333333;5,59;17,2047546;71,69;1108,90333333333;174,466666666667;225,296666666667;268,736666666667;5627,50666666667;577,5;"Milieu ouvert";2500;"CHA30_a";"sample";"CHA";0,586818757921419;0,351200208325427
"CHA30_b";"CHAMROUSSE";"CHA";2020;"SOL";"C";30;"CHA30";"Milieu ouvert";"CHA_2020_SOL";22;"CHA";8,57298215266667;0,622007429333333;5,59;17,2047546;71,69;1108,90333333333;174,466666666667;225,296666666667;268,736666666667;5627,50666666667;577,5;"Milieu ouvert";2500;"CHA30_b";"sample";"CHA";0,705618018411382;0,337466655403493
"CHA30_c";"CHAMROUSSE";"CHA";2020;"SOL";"C";30;"CHA30";"Milieu ouvert";"CHA_2020_SOL";22;"CHA";8,57298215266667;0,622007429333333;5,59;17,2047546;71,69;1108,90333333333;174,466666666667;225,296666666667;268,736666666667;5627,50666666667;577,5;"Milieu ouvert";2500;"CHA30_c";"sample";"CHA";0,694292490723385;0,299309378624631
"CHA31_a";"CHAMROUSSE";"CHA";2180;"LIT";"A";31;"CHA31";"Milieu ouvert";"CHA_2180_LIT";23;"CHA";5,959133307;0,452783982;6,27333333333333;11,3288105373333;113,296666666667;1339,25666666667;344,413333333333;438,513333333333;295,99;3358,59333333333;396,286666666667;"Milieu ouvert";2500;"CHA31_a";"sample";"CHA";0,661721068249258;0,309698696438292
"CHA31_c";"CHAMROUSSE";"CHA";2180;"LIT";"A";31;"CHA31";"Milieu ouvert";"CHA_2180_LIT";23;"CHA";5,959133307;0,452783982;6,27333333333333;11,3288105373333;113,296666666667;1339,25666666667;344,413333333333;438,513333333333;295,99;3358,59333333333;396,286666666667;"Milieu ouvert";2500;"CHA31_c";"sample";"CHA";0,624832690339343;0,309698696438292
"CHA32_a";"CHAMROUSSE";"CHA";2180;"LIT";"B";32;"CHA32";"Milieu ouvert";"CHA_2180_LIT";23;"CHA";5,959133307;0,452783982;6,27333333333333;11,3288105373333;113,296666666667;1339,25666666667;344,413333333333;438,513333333333;295,99;3358,59333333333;396,286666666667;"Milieu ouvert";2500;"CHA32_a";"sample";"CHA";0,692296392055471;0,281020205048936
"CHA32_c";"CHAMROUSSE";"CHA";2180;"LIT";"B";32;"CHA32";"Milieu ouvert";"CHA_2180_LIT";23;"CHA";5,959133307;0,452783982;6,27333333333333;11,3288105373333;113,296666666667;1339,25666666667;344,413333333333;438,513333333333;295,99;3358,59333333333;396,286666666667;"Milieu ouvert";2500;"CHA32_c";"sample";"CHA";0,706359245630175;0,281020205048936
"CHA33_a";"CHAMROUSSE";"CHA";2180;"LIT";"C";33;"CHA33";"Milieu ouvert";"CHA_2180_LIT";23;"CHA";5,959133307;0,452783982;6,27333333333333;11,3288105373333;113,296666666667;1339,25666666667;344,413333333333;438,513333333333;295,99;3358,59333333333;396,286666666667;"Milieu ouvert";2500;"CHA33_a";"sample";"CHA";0,649768979788469;0,227229363606078
"CHA33_b";"CHAMROUSSE";"CHA";2180;"LIT";"C";33;"CHA33";"Milieu ouvert";"CHA_2180_LIT";23;"CHA";5,959133307;0,452783982;6,27333333333333;11,3288105373333;113,296666666667;1339,25666666667;344,413333333333;438,513333333333;295,99;3358,59333333333;396,286666666667;"Milieu ouvert";2500;"CHA33_b";"sample";"CHA";0,604177777777778;0,207706144283012
"CHA33_c";"CHAMROUSSE";"CHA";2180;"LIT";"C";33;"CHA33";"Milieu ouvert";"CHA_2180_LIT";23;"CHA";5,959133307;0,452783982;6,27333333333333;11,3288105373333;113,296666666667;1339,25666666667;344,413333333333;438,513333333333;295,99;3358,59333333333;396,286666666667;"Milieu ouvert";2500;"CHA33_c";"sample";"CHA";0,594360302909526;0,20204861812827
"CHA34_a";"CHAMROUSSE";"CHA";2180;"SOL";"A";34;"CHA34";"Milieu ouvert";"CHA_2180_SOL";24;"CHA";4,853587707;0,381557007666667;6,23333333333333;10,8032137686667;114,66;1029,01666666667;226,936666666667;436,653333333333;255,68;2864,73666666667;328,756666666667;"Milieu ouvert";2500;"CHA34_a";"sample";"CHA";0,530798479087452;0,486132773240977
"CHA34_c";"CHAMROUSSE";"CHA";2180;"SOL";"A";34;"CHA34";"Milieu ouvert";"CHA_2180_SOL";24;"CHA";4,853587707;0,381557007666667;6,23333333333333;10,8032137686667;114,66;1029,01666666667;226,936666666667;436,653333333333;255,68;2864,73666666667;328,756666666667;"Milieu ouvert";2500;"CHA34_c";"sample";"CHA";0,519404727166618;0,486132773240977
"CHA35_a";"CHAMROUSSE";"CHA";2180;"SOL";"B";35;"CHA35";"Milieu ouvert";"CHA_2180_SOL";24;"CHA";4,853587707;0,381557007666667;6,23333333333333;10,8032137686667;114,66;1029,01666666667;226,936666666667;436,653333333333;255,68;2864,73666666667;328,756666666667;"Milieu ouvert";2500;"CHA35_a";"sample";"CHA";0,578518108930053;0,60041972599035
"CHA35_b";"CHAMROUSSE";"CHA";2180;"SOL";"B";35;"CHA35";"Milieu ouvert";"CHA_2180_SOL";24;"CHA";4,853587707;0,381557007666667;6,23333333333333;10,8032137686667;114,66;1029,01666666667;226,936666666667;436,653333333333;255,68;2864,73666666667;328,756666666667;"Milieu ouvert";2500;"CHA35_b";"sample";"CHA";0,803485103991006;0,62762143219589
"CHA35_c";"CHAMROUSSE";"CHA";2180;"SOL";"B";35;"CHA35";"Milieu ouvert";"CHA_2180_SOL";24;"CHA";4,853587707;0,381557007666667;6,23333333333333;10,8032137686667;114,66;1029,01666666667;226,936666666667;436,653333333333;255,68;2864,73666666667;328,756666666667;"Milieu ouvert";2500;"CHA35_c";"sample";"CHA";0,622373300370828;0,608181246006981
"CHA36_a";"CHAMROUSSE";"CHA";2180;"SOL";"C";36;"CHA36";"Milieu ouvert";"CHA_2180_SOL";24;"CHA";4,853587707;0,381557007666667;6,23333333333333;10,8032137686667;114,66;1029,01666666667;226,936666666667;436,653333333333;255,68;2864,73666666667;328,756666666667;"Milieu ouvert";2500;"CHA36_a";"sample";"CHA";0,639800995024876;0,3412915982057
"CHA36_b";"CHAMROUSSE";"CHA";2180;"SOL";"C";36;"CHA36";"Milieu ouvert";"CHA_2180_SOL";24;"CHA";4,853587707;0,381557007666667;6,23333333333333;10,8032137686667;114,66;1029,01666666667;226,936666666667;436,653333333333;255,68;2864,73666666667;328,756666666667;"Milieu ouvert";2500;"CHA36_b";"sample";"CHA";0,624374105865522;0,392205576852409
"CHA36_c";"CHAMROUSSE";"CHA";2180;"SOL";"C";36;"CHA36";"Milieu ouvert";"CHA_2180_SOL";24;"CHA";4,853587707;0,381557007666667;6,23333333333333;10,8032137686667;114,66;1029,01666666667;226,936666666667;436,653333333333;255,68;2864,73666666667;328,756666666667;"Milieu ouvert";2500;"CHA36_c";"sample";"CHA";0,655430275357592;0,371418244332159
"LOR01_a";"LORIAZ";"LOR";1370;"LIT";"A";1;"LOR01";"Milieu forestier";"LOR_1370_LIT";25;"LOR";31,6621348066667;1,07553396633333;4,29;60,2343490866667;105,203333333333;2834,09333333333;503,386666666667;365,593333333333;595,573333333333;18025,7233333333;3153,74333333333;"Milieu forestier";1500;"LOR01_a";"sample";"LOR";0,544246451223195;0,633041008957724
"LOR01_b";"LORIAZ";"LOR";1370;"LIT";"A";1;"LOR01";"Milieu forestier";"LOR_1370_LIT";25;"LOR";31,6621348066667;1,07553396633333;4,29;60,2343490866667;105,203333333333;2834,09333333333;503,386666666667;365,593333333333;595,573333333333;18025,7233333333;3153,74333333333;"Milieu forestier";1500;"LOR01_b";"sample";"LOR";0,489806496199032;0,60870981801411
"LOR01_c";"LORIAZ";"LOR";1370;"LIT";"A";1;"LOR01";"Milieu forestier";"LOR_1370_LIT";25;"LOR";31,6621348066667;1,07553396633333;4,29;60,2343490866667;105,203333333333;2834,09333333333;503,386666666667;365,593333333333;595,573333333333;18025,7233333333;3153,74333333333;"Milieu forestier";1500;"LOR01_c";"sample";"LOR";0,466412213740458;0,621774125629493
"LOR02_a";"LORIAZ";"LOR";1370;"LIT";"B";2;"LOR02";"Milieu forestier";"LOR_1370_LIT";25;"LOR";31,6621348066667;1,07553396633333;4,29;60,2343490866667;105,203333333333;2834,09333333333;503,386666666667;365,593333333333;595,573333333333;18025,7233333333;3153,74333333333;"Milieu forestier";1500;"LOR02_a";"sample";"LOR";0,656562325604992;0,647692235749855
"LOR02_b";"LORIAZ";"LOR";1370;"LIT";"B";2;"LOR02";"Milieu forestier";"LOR_1370_LIT";25;"LOR";31,6621348066667;1,07553396633333;4,29;60,2343490866667;105,203333333333;2834,09333333333;503,386666666667;365,593333333333;595,573333333333;18025,7233333333;3153,74333333333;"Milieu forestier";1500;"LOR02_b";"sample";"LOR";0,674522381815646;0,647692235749855
"LOR03_a";"LORIAZ";"LOR";1370;"LIT";"C";3;"LOR03";"Milieu forestier";"LOR_1370_LIT";25;"LOR";31,6621348066667;1,07553396633333;4,29;60,2343490866667;105,203333333333;2834,09333333333;503,386666666667;365,593333333333;595,573333333333;18025,7233333333;3153,74333333333;"Milieu forestier";1500;"LOR03_a";"sample";"LOR";0,476987447698745;0
"LOR04_c";"LORIAZ";"LOR";1370;"SOL";"A";4;"LOR04";"Milieu forestier";"LOR_1370_SOL";26;"LOR";15,18376446;0,503676086333333;3,54;25,6679205033333;39,69;1474,29333333333;263,88;219,446666666667;362,716666666667;7242,71666666667;1098,32;"Milieu forestier";1500;"LOR04_c";"sample";"LOR";0,460517584605176;0
"LOR05_c";"LORIAZ";"LOR";1370;"SOL";"B";5;"LOR05";"Milieu forestier";"LOR_1370_SOL";26;"LOR";15,18376446;0,503676086333333;3,54;25,6679205033333;39,69;1474,29333333333;263,88;219,446666666667;362,716666666667;7242,71666666667;1098,32;"Milieu forestier";1500;"LOR05_c";"sample";"LOR";0,49706502536046;0
"LOR06_a";"LORIAZ";"LOR";1370;"SOL";"C";6;"LOR06";"Milieu forestier";"LOR_1370_SOL";26;"LOR";15,18376446;0,503676086333333;3,54;25,6679205033333;39,69;1474,29333333333;263,88;219,446666666667;362,716666666667;7242,71666666667;1098,32;"Milieu forestier";1500;"LOR06_a";"sample";"LOR";0,391585760517799;0
"LOR07_a";"LORIAZ";"LOR";1620;"LIT";"A";7;"LOR07";"Milieu forestier";"LOR_1620_LIT";27;"LOR";29,2719853733333;1,07598064333333;4,75666666666667;59,81302927;136,116666666667;5385,44666666667;3767,66;629,063333333333;779,576666666667;24143,0766666667;5554,84333333333;"Milieu forestier";2000;"LOR07_a";"sample";"LOR";0,691980248595267;0,292892253989922
"LOR07_b";"LORIAZ";"LOR";1620;"LIT";"A";7;"LOR07";"Milieu forestier";"LOR_1620_LIT";27;"LOR";29,2719853733333;1,07598064333333;4,75666666666667;59,81302927;136,116666666667;5385,44666666667;3767,66;629,063333333333;779,576666666667;24143,0766666667;5554,84333333333;"Milieu forestier";2000;"LOR07_b";"sample";"LOR";0,653298835705045;0,373184470596982
"LOR07_c";"LORIAZ";"LOR";1620;"LIT";"A";7;"LOR07";"Milieu forestier";"LOR_1620_LIT";27;"LOR";29,2719853733333;1,07598064333333;4,75666666666667;59,81302927;136,116666666667;5385,44666666667;3767,66;629,063333333333;779,576666666667;24143,0766666667;5554,84333333333;"Milieu forestier";2000;"LOR07_c";"sample";"LOR";0,68302130406714;0,323873856226737
"LOR08_b";"LORIAZ";"LOR";1620;"LIT";"B";8;"LOR08";"Milieu forestier";"LOR_1620_LIT";27;"LOR";29,2719853733333;1,07598064333333;4,75666666666667;59,81302927;136,116666666667;5385,44666666667;3767,66;629,063333333333;779,576666666667;24143,0766666667;5554,84333333333;"Milieu forestier";2000;"LOR08_b";"sample";"LOR";0,760090960773167;0
"LOR11_a";"LORIAZ";"LOR";1620;"SOL";"B";11;"LOR11";"Milieu forestier";"LOR_1620_SOL";28;"LOR";20,6635408433333;0,725341787;4,54333333333333;35,8368534733333;0;3074,32333333333;304,7;617,1;267,193333333333;3476,44;278,99;"Milieu forestier";2000;"LOR11_a";"sample";"LOR";0,386218876664737;0,635280662685593
"LOR11_c";"LORIAZ";"LOR";1620;"SOL";"B";11;"LOR11";"Milieu forestier";"LOR_1620_SOL";28;"LOR";20,6635408433333;0,725341787;4,54333333333333;35,8368534733333;0;3074,32333333333;304,7;617,1;267,193333333333;3476,44;278,99;"Milieu forestier";2000;"LOR11_c";"sample";"LOR";0,760531610071328;0,635280662685593
"LOR13_a";"LORIAZ";"LOR";1800;"LIT";"A";13;"LOR13";"Milieu forestier";"LOR_1800_LIT";29;"LOR";18,3329114933333;0,981434663333333;3,895;31,64911658;110,423333333333;3341,53333333333;578,37;214,543333333333;1165,95333333333;16283,13;1400,88;"Milieu forestier";2000;"LOR13_a";"sample";"LOR";0,737247706422018;0
"LOR14_b";"LORIAZ";"LOR";1800;"LIT";"B";14;"LOR14";"Milieu forestier";"LOR_1800_LIT";29;"LOR";18,3329114933333;0,981434663333333;3,895;31,64911658;110,423333333333;3341,53333333333;578,37;214,543333333333;1165,95333333333;16283,13;1400,88;"Milieu forestier";2000;"LOR14_b";"sample";"LOR";0,643712574850299;0,572544589375791
"LOR14_c";"LORIAZ";"LOR";1800;"LIT";"B";14;"LOR14";"Milieu forestier";"LOR_1800_LIT";29;"LOR";18,3329114933333;0,981434663333333;3,895;31,64911658;110,423333333333;3341,53333333333;578,37;214,543333333333;1165,95333333333;16283,13;1400,88;"Milieu forestier";2000;"LOR14_c";"sample";"LOR";0,613387423935091;0,572544589375791
"LOR15_a";"LORIAZ";"LOR";1800;"LIT";"C";15;"LOR15";"Milieu forestier";"LOR_1800_LIT";29;"LOR";18,3329114933333;0,981434663333333;3,895;31,64911658;110,423333333333;3341,53333333333;578,37;214,543333333333;1165,95333333333;16283,13;1400,88;"Milieu forestier";2000;"LOR15_a";"sample";"LOR";0,661764705882353;0,396935801981341
"LOR15_c";"LORIAZ";"LOR";1800;"LIT";"C";15;"LOR15";"Milieu forestier";"LOR_1800_LIT";29;"LOR";18,3329114933333;0,981434663333333;3,895;31,64911658;110,423333333333;3341,53333333333;578,37;214,543333333333;1165,95333333333;16283,13;1400,88;"Milieu forestier";2000;"LOR15_c";"sample";"LOR";0,687512026168944;0,396935801981341
