"";"HISEQ:290:CCU08ANXX:1:1208:12152:42784_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1101:6513:2094_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1101:11830:15642_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1101:17719:2467_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1101:3301:41043_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1201:20337:83677_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1101:3051:12626_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:2308:13942:93194_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1101:20062:4228_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1103:9317:31535_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1101:12246:43812_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1105:12345:89006_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1103:9204:36229_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1214:6559:19964_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1101:17562:16441_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1305:8600:52726_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1101:17498:17025_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1201:6757:81172_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1204:4127:48258_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1102:17883:26392_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1310:7282:100485_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1102:15459:58847_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1115:6944:8380_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1103:1076:71116_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1105:7318:63685_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1101:3280:2417_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:2102:3299:78823_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1103:17684:65165_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1112:6762:34365_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1201:17401:56283_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1214:10816:51015_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1101:8185:31729_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1101:5860:32012_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1316:8693:14166_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1104:8435:34435_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1101:15547:32417_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1101:4609:96459_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1104:16239:79754_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1310:1315:58395_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1305:6421:81737_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1102:8347:78948_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1112:16130:44742_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1101:17151:35095_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1105:1414:97992_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:2313:19700:34685_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1103:3115:92899_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1102:3709:10733_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1106:16968:90625_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1105:9124:7763_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1108:7764:11192_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1210:6171:65405_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1110:4123:45083_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1101:1201:13660_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1101:6001:2992_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1101:9155:44130_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1102:3978:19535_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1101:18321:4093_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1214:14414:83264_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1101:18444:4338_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1106:9416:26018_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1101:14181:9987_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1102:5441:56840_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1101:8091:4992_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1110:17320:55796_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1112:10640:90641_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1101:14777:66031_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1304:15460:79481_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1101:17784:6116_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1312:1562:87495_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1101:9334:53464_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1216:6529:76401_CONS_SUB_SUB"
"LOR35_c";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"RIS02_a";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"RIS07_a";0;0;0;74;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"RIS07_c";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;23;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"RIS08_a";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;327;0;0;0;0;0;0;0;0
"RIS09_a";0;7;0;194;0;0;0;0;0;0;0;0;0;0;245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;276;0;0;0;0;0;0;0;0
"RIS09_b";0;0;0;462;0;0;0;0;0;0;0;0;0;0;371;0;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;411;0;0;0;0;0;0;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;182;0;0;0;0;0;0;0;0
"RIS09_c";0;0;0;134;0;0;0;0;0;0;0;0;0;0;297;0;0;0;0;0;0;0;0;0;0;0;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0
"RIS12_a";0;0;0;0;0;0;0;0;0;0;0;0;0;0;273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107;0;0;0;0;0;0;0;0
"RIS12_c";0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;0;0;0;0;0;0;0
"RIS13_a";0;0;0;0;0;0;0;0;0;0;0;0;0;0;118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;0;0;0;0;0;0;0;0
"RIS13_b";0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3981;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"RIS13_c";0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"RIS14_a";0;6;0;0;0;0;0;0;0;0;0;0;0;0;277;0;111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;394;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"RIS14_c";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"RIS15_a";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1964;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1556;0;0;0;0;0;0;0;336;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;341;0;0;0;0;0;0;0;0;0
"RIS15_b";0;0;0;0;0;0;0;0;0;0;0;0;0;0;377;0;333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"RIS15_c";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;810;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1168;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"RIS18_a";0;0;0;0;0;0;0;0;0;0;0;0;0;0;554;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"RIS18_c";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143;0;0;0;0;0;0;0;0;0;0;0;0;0;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"RIS19_a";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2612;0;0;0;0;0;0;0;0
"RIS19_c";0;0;0;0;0;0;0;0;0;0;0;166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;287;0;0;0;39;0;0;0;0;0;0;0;0
"RIS20_a";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;0;0;0;0;0;0;5;0;0;0;0;0;0;149;0;0;0;0;0;326;0;0;0;0;221;0;0;0
"RIS20_b";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;344;0;0;0;0;0;0;63;0;0;0;0;313;0;0;0;708;0;0;189;0;0;0;0;0;1819;0;0;0
"RIS20_c";0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;2336;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1432;0;0;0;0;0;0;595;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2848;0;0;0;0;0;0;0;0
"RIS21_a";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4223;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1120;0;0;0;0;0;0;0;0;0;1642;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;452;0;0;0;0;0;0;0;0;0;0;0;0
"RIS21_c";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;409;0;0;0;0;0;0;0;0;0;383;0;0;0;9;0;0;0;0;0;0;0;532;0;0;0;761;0;0;0;0;0;0;0;0;0;0;0;0
"RIS23_a";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;669;0;0;0;0;0;0;0;0
"RIS24_b";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;165;0;0;0;0;0;0;0;0
"RIS25_a";0;0;0;19;0;0;0;0;0;0;0;0;0;0;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;169;0;0;0;0;0;0;0;0
"RIS25_b";0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;17;0;0;0;0;0;0;0;0
"RIS26_b";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;699;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;232;0;678;0;0;0;0;0;0;0;10;0;0;0;0;0;0
"RIS26_c";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"RIS27_c";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0
"RIS28_b";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103;0;0;0;0;0;0;0;0
"RIS28_c";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;0;0;0;0;0;0;0;0
"RIS30_b";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"RIS31_a";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;244;0;0;0;0;157;0;0;0
"RIS32";21;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;433;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1022;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;85;156;0;0;0;0;0;0;0;0;0;0;40;0;0;0
"RIS32_a";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;38;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"RIS33";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97;95;0;0;0;0;0;0;0;0;0;0;201;0;0;0
"RIS33_a";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;920;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;579;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"RIS33_b";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;195;0;0;0;0;0;0;0;0;0;63;0;0;0;0;0;0;0;0;0;0;0;67;0;135;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"RIS35_a";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;0;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"RIS35_b";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;0;0;0;0;0;0;0;0;0;0;0;0
"VCH01";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;0;0;0;0;0;50;0;0;0;0;0;0;0;0
"VCH01_a";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;141;0;0;0;0;0;0;0;0
"VCH01_b";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81;0;0;0;0;0;245;0;0;0;0;0;0;0;0
"VCH02";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103;0;82;0;0;0;0;0;0;0;0;0;0;0;392;0;0;0;0;0;241;0;0;0;0;0;0;0;0
"VCH02_a";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87;0;0;0;0;0;650;0;0;0;0;0;0;0;0
"VCH03";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"VCH03_a";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0
"VCH04_a";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;305;0;0;0;0;0;0;0;0
"VCH04_b";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;19;0;0;0;0;0;0;0;0
"VCH05";0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"VCH05_a";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;370;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"VCH06";0;0;0;0;0;0;0;0;0;0;0;0;0;0;202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110;0;0;85
"VCH06_a";0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"VCH06_b";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;323;0;0;0
"VCH07";0;0;0;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"VCH07_a";0;0;0;433;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1049;0;0;0;0;0;0;0;0
"VCH07_b";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;0;0;0
"VCH08_a";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0
"VCH09";0;0;0;100;0;0;139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"VCH11_a";0;0;0;0;0;0;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"VCH14";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0
"VCH14_b";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;123;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"VCH15";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;465;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"VCH16_b";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;577;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5161;0;0;0;0;0;0;0;0
"VCH19";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;473;0;0;0;0;0;0;0;0
"VCH20";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;0;0;0;0;0;0;0;0
"VCH20_a";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;127;0;0;0;0;0;0;0;0
