"";"HISEQ:290:CCU08ANXX:1:1208:12152:42784_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1101:6513:2094_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1101:11830:15642_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1101:17719:2467_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1101:3301:41043_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1201:20337:83677_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1101:3051:12626_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:2308:13942:93194_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1101:20062:4228_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1103:9317:31535_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1101:12246:43812_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1105:12345:89006_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1103:9204:36229_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1214:6559:19964_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1101:17562:16441_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1305:8600:52726_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1101:17498:17025_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1201:6757:81172_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1204:4127:48258_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1102:17883:26392_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1310:7282:100485_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1102:15459:58847_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1115:6944:8380_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1103:1076:71116_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1105:7318:63685_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1101:3280:2417_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:2102:3299:78823_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1103:17684:65165_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1112:6762:34365_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1201:17401:56283_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1214:10816:51015_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1101:8185:31729_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1101:5860:32012_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1316:8693:14166_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1104:8435:34435_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1101:15547:32417_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1101:4609:96459_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1104:16239:79754_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1310:1315:58395_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1305:6421:81737_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1102:8347:78948_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1112:16130:44742_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1101:17151:35095_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1105:1414:97992_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:2313:19700:34685_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1103:3115:92899_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1102:3709:10733_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1106:16968:90625_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1105:9124:7763_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1108:7764:11192_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1210:6171:65405_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1110:4123:45083_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1101:1201:13660_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1101:6001:2992_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1101:9155:44130_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1102:3978:19535_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1101:18321:4093_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1214:14414:83264_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1101:18444:4338_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1106:9416:26018_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1101:14181:9987_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1102:5441:56840_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1101:8091:4992_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1110:17320:55796_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1112:10640:90641_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1101:14777:66031_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1304:15460:79481_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1101:17784:6116_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1312:1562:87495_CONS_SUB_SUB";"HISEQ:290:CCU08ANXX:1:1101:9334:53464_CONS_SUB_SUB_CMP";"HISEQ:290:CCU08ANXX:1:1216:6529:76401_CONS_SUB_SUB"
"CHA19_a";0;11;0;0;0;0;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHA19_b";0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131;0;0;0;0;0;94;0;0;0;0;0;0;0;0
"CHA19_c";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;135;0;0;0;0;0;0;0;0
"CHA20_a";0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;291;0;0;0;0;0;22;0;0;0;0;0;0;0;0
"CHA20_b";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;162;0;0;0;0;0;0;0;0;0;0;0;0;0;726;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHA20_c";0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112;0;0;0;0;0;0;0;0;0;0;0;0;0;967;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHA21_a";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;33;0;0;0;0;0;0;0;0
"CHA21_b";0;0;0;0;0;0;0;0;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;568;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHA21_c";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHA22_a";0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;127;0;0;0;0;0;536;0;0;0;0;0;0;0;0
"CHA22_b";0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;132;0;0;0;0;0;428;0;0;0;0;0;0;0;0
"CHA22_c";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;0;0;0;0;0;0;0
"CHA23_a";0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHA23_b";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2794;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHA25_a";0;11;0;34;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107;0;0;0;0;0;0;0;0
"CHA25_b";0;0;0;129;0;0;0;0;0;42;0;0;0;0;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;356;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;301;0;0;0;0;0;0;0;0
"CHA25_c";0;0;0;90;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;330;0;0;0;0;0;0;0;0
"CHA26_a";0;0;0;50;0;0;118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;0;0;0;0;0;246;0;0;0;0;0;0;0;0
"CHA26_b";0;0;0;0;0;0;410;0;0;0;0;0;0;0;227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;552;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1569;0;0;0;0;0;0;0;0
"CHA26_c";0;0;0;77;0;0;561;0;0;0;0;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;234;0;0;0;0;0;420;7;0;0;0;0;0;0;0
"CHA27_a";0;0;0;567;0;0;0;0;0;0;0;0;0;0;417;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;631;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;828;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHA27_c";0;0;0;113;0;0;0;0;0;0;0;0;0;0;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;145;0;0;0;0;75;63;0;0;0;0;0;0;0;0
"CHA28_a";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;422;0;0;0;0;0;0;0;0
"CHA28_b";0;0;0;0;0;0;0;0;0;0;0;0;0;0;122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHA28_c";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;379;0;0;0;0;0;0;0;0
"CHA29_a";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;956;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;252;0;0;0;0;0;0;0;0
"CHA29_b";0;0;0;0;0;0;0;0;0;0;0;0;0;0;195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHA30_a";0;0;0;0;0;0;0;0;0;0;0;0;0;0;631;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;240;0;0;0;0;0;405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;607;0;0;0;0;0;0;0;0
"CHA30_b";0;0;0;0;0;0;0;0;0;0;0;0;0;0;182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;277;0;0;0;0;0;226;0;0;0;0;0;0;0;0
"CHA30_c";0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;0;0;0;0;0;0;0
"CHA31_a";0;0;0;2229;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;52;1540;0;0;0;0;0;0;343;0;0;0;0;0;0;28;0;0;0;0;0;271;0;0;660;0;0;197;2074;14;0;0;0;887;0;0;0
"CHA31_b";0;0;0;1922;0;0;0;0;0;0;0;0;0;14;0;0;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;264;0;0;0;0;0;0;84;0;0;0;0;0;0;11;0;0;0;0;362;210;688;0;138;0;0;0;331;0;0;0;0;167;0;0;0
"CHA31_c";0;0;0;756;0;0;0;0;0;0;0;0;0;10;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78;0;0;0;391;160;0;0;0;0;0;0;63;0;0;0;0;137;0;97;0
"CHA32_a";0;0;0;5060;0;0;0;0;0;0;0;0;0;29;0;0;0;0;7;0;0;0;0;0;12;0;0;0;0;0;0;0;0;6;61;0;0;0;0;0;0;0;485;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;905;0;0;0;2278;0;0;0;15;1267;0;264;0
"CHA32_b";0;0;0;1825;0;0;0;0;0;0;0;0;0;11;532;0;0;0;7;0;0;0;0;289;0;0;0;0;0;0;0;0;0;0;25;1370;0;520;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;281;0;0;0;0;0;500;0;0;0;0;0;0;1285;0
"CHA32_c";0;0;0;830;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;198;0;0;0;0;0;702;0;0;0;0;0;0;244;0
"CHA33_a";0;0;0;6872;0;0;0;0;0;0;0;0;0;62;1531;0;0;42;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;98;2408;0;0;0;0;0;19;0;0;0;6;0;0;0;26;0;0;0;0;800;0;0;0;0;0;0;382;2427;0;16;0;0;1225;0;1213;0
"CHA33_b";0;0;0;597;0;0;0;0;0;0;0;0;0;0;0;0;142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;218;0;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;73;0;0;0;0;0;120;343;0;0;0;0;0;0;242;0
"CHA33_c";0;0;0;848;0;0;0;0;0;0;0;0;144;11;0;0;0;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;824;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;842;0;6;0;0;92;0;213;0
"CHA34_a";0;0;0;392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHA34_b";0;0;0;0;0;0;0;0;0;0;0;0;0;0;380;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHA34_c";0;0;0;586;0;0;0;0;0;0;0;0;0;0;476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;481;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHA35_a";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0
"CHA35_b";0;0;0;640;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;222;0;0;0;0;0;0;492;0
"CHA35_c";0;0;0;244;0;0;0;0;0;0;0;0;0;0;212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHA36_a";0;0;0;28;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;30;0
"CHA36_b";0;0;0;1329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;212;0;0;0;0;0;0;0;0;0;0;0;0;359;0;0;0;0;0;0;2427;0;0;0;0;0;0;401;0
"CHA36_c";0;0;0;927;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;682;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;558;0;0;0;0;0;0;0;0
"CP17";0;29987;70;0;0;0;0;0;108;0;23;0;0;0;0;0;0;0;0;54;0;0;0;0;0;2478;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82;0;0;0;0;0;0;0;44;0;0;0;0;37;0;0;0;0;0
"CP18";0;14206;20;0;0;0;0;0;60;0;15;0;0;0;0;0;0;0;0;20;0;0;0;0;0;1370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;23;0;0;0;0;26;0;0;0;0;0
"CP19";0;8768;15;0;0;0;0;0;58;0;17;0;0;0;0;0;0;0;0;20;0;0;0;0;0;884;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;0;0;0;0;0;0;0;17;0;0;0;0;15;0;0;0;0;0
"CP20";0;40117;74;0;0;0;0;0;160;0;40;0;0;0;0;0;0;0;0;79;0;0;0;0;0;2725;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;123;0;0;0;0;0;0;0;57;0;0;0;0;50;0;0;0;0;0
"CP21";0;14309;34;0;0;0;0;0;38;0;14;0;0;0;0;0;0;0;0;30;0;0;0;0;0;1073;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;0;0;27;0;0;0;0;13;0;0;0;0;0
"CP22";0;4495;8;0;0;0;0;0;12;0;7;0;0;0;0;0;0;0;0;11;0;0;0;0;0;368;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;7;0;0;0;0;9;0;0;0;0;0
"CP23";0;28237;44;0;9;0;0;0;154;0;34;0;0;0;0;0;0;0;0;60;0;0;0;0;0;2091;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;0;0;0;0;0;0;0;35;0;0;0;0;40;0;0;0;0;0
"CP24";0;9824;19;0;0;0;0;0;44;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;910;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;27;0;0;0;0;17;0;0;0;0;0
"LOR13_b";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LOR14_a";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;356;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LOR18_a";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LOR19_a";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;123;0;0;0;0;0;0;0;0;0;0;0;229;0;0;0;0;0;0;0;0;0;0;0;0;122;0;0;0
"LOR19_b";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LOR19_c";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LOR20_a";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0
"LOR20_b";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;281;0;0;0;0;0;0;0;0;195;0;0;0;0;0;0;0;0;0;0;163;0;0;0;0;0;0;0;0
"LOR20_c";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;0;0;0;0;0;0;0;0;109;0;0;0;145;0;0;0;0;0;268;168;0;0;0;0;0;0;0;0
"LOR21_a";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;969;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LOR21_c";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LOR22_b";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LOR26_c";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LOR28_b";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LOR31_b";0;0;0;0;0;0;650;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LOR34_c";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0
